,2015,SSP1,SSP3,SSP5,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5
28279,112994.546875,53.53731810343171,96.10307521754022,49.95946292209068,20.0,11.0,19.0,11.0,19.0,12.0,20.0,12.0,20.0,11.0
28280,123481.0,89.09181878183688,144.6973876547809,84.68707989488261,21.0,11.0,20.0,11.0,20.0,12.0,21.0,12.0,21.0,11.0
28281,126895.1328125,102.23666478539705,162.0893716557416,96.87161710854133,22.0,11.0,21.0,11.0,21.0,12.0,22.0,12.0,22.0,11.0
28282,568581.25,-41.238636738372925,131.02925043694282,-42.817198509447856,23.0,11.0,22.0,11.0,22.0,12.0,23.0,12.0,23.0,11.0
28283,1420283.875,-37.14421615185908,119.73167159980606,-36.63577466159714,24.0,11.0,23.0,11.0,23.0,12.0,24.0,12.0,24.0,11.0
28284,654687.6875,-67.26896880124998,119.36050996835037,-68.48500186587059,25.0,11.0,24.0,11.0,24.0,12.0,25.0,12.0,25.0,11.0
28285,458954.125,-12.450604404089406,119.34622823141638,-15.974125137234576,26.0,11.0,25.0,11.0,25.0,12.0,26.0,12.0,26.0,11.0
28286,248862.140625,-49.88271619006934,119.28619239931847,-52.07667686495856,27.0,11.0,26.0,11.0,26.0,12.0,27.0,12.0,27.0,11.0
28287,179553.34375,32.9515845482549,119.17060859525208,34.29506586395721,28.0,11.0,27.0,11.0,27.0,12.0,28.0,12.0,28.0,11.0
28288,176953.65625,53.212537816663506,118.80050867838455,54.71490858217291,29.0,11.0,28.0,11.0,28.0,12.0,29.0,12.0,29.0,11.0
28289,164118.859375,-96.27289939541721,119.1851237389213,-96.24144591472243,30.0,11.0,29.0,11.0,29.0,12.0,30.0,12.0,30.0,11.0
28290,203649.28125,47.65539775260071,118.90254952716657,48.539346980877205,31.0,11.0,30.0,11.0,30.0,12.0,31.0,12.0,31.0,11.0
28291,136637.125,61.25839015201762,118.38055085687729,62.5304295959096,32.0,11.0,31.0,11.0,31.0,12.0,32.0,12.0,32.0,11.0
28292,135964.828125,57.56488724278303,116.70144703093597,59.14884467478894,33.0,11.0,32.0,11.0,32.0,12.0,33.0,12.0,33.0,11.0
28293,197878.53125,-66.42597818453335,119.26285901720327,-66.12845901518182,34.0,11.0,33.0,11.0,33.0,12.0,34.0,12.0,34.0,11.0
28294,399259.75,-88.4122849770732,116.11051765172923,-88.32343304546727,35.0,11.0,34.0,11.0,34.0,12.0,35.0,12.0,35.0,11.0
28295,200852.859375,-35.509070967140666,114.05167324369837,-35.79264687154768,36.0,11.0,35.0,11.0,35.0,12.0,36.0,12.0,36.0,11.0
28296,251056.484375,75.57674863382026,139.40215147052004,72.90527561184408,37.0,11.0,36.0,11.0,36.0,12.0,37.0,12.0,37.0,11.0
28297,2015804.125,-67.57421185453721,122.06458179561469,-68.09478574710229,38.0,11.0,37.0,11.0,37.0,12.0,38.0,12.0,38.0,11.0
28298,2681143.0,-89.33000543051975,51.23052929291724,-89.69833248357138,39.0,11.0,38.0,11.0,38.0,12.0,39.0,12.0,39.0,11.0
28299,3067866.75,-23.329997953789878,97.51157705920572,-24.752664045790123,40.0,11.0,39.0,11.0,39.0,12.0,40.0,12.0,40.0,11.0
28300,1647944.875,-4.575721927591783,82.40111035267488,-6.293892263841653,41.0,11.0,40.0,11.0,40.0,12.0,41.0,12.0,41.0,11.0
